순번,id,slug,first_episode,pattern_ko,english,examples
177,"1335","eo-gada","46","-어 가다","gradually go on ~ing","[{""en"":""It's almost done."",""ko"":""거의 다 되어 가요.""},{""en"":""The day is breaking."",""ko"":""날이 밝아 가요.""},{""en"":""I'm slowly getting used to it."",""ko"":""조금씩 익숙해져 가요.""}]"
178,"906","seutail-joahaeyo","47","~스타일 좋아해요?","What music style do you ~?","[{""en"":""What style do you like?"",""ko"":""어떤 스타일 좋아해요?""},{""en"":""I like casual style!"",""ko"":""캐주얼 스타일 좋아해요!""},{""en"":""What style do you like? Let's pick together!"",""ko"":""어떤 스타일 좋아해요? 같이 고를게요!""}]"
179,"907","jal-eoullyeoyo","47","~잘 어울려요","That outfit suits you really ~!","[{""en"":""It really suits you!"",""ko"":""진짜 잘 어울려요!""},{""en"":""That color suits you!"",""ko"":""그 색 잘 어울려요!""},{""en"":""It suits you — buy it!"",""ko"":""잘 어울려요, 사세요!""}]"
180,"908","yojeum-yuhaengieyo","47","요즘 유행이에요","It's trendy these days.","[{""en"":""This style is trending these days!"",""ko"":""요즘 이 스타일 유행이에요!""},{""en"":""This café is trending these days!"",""ko"":""요즘 이 카페 유행이에요!""},{""en"":""This song is trending these days — do you know it?"",""ko"":""요즘 이 노래 유행이에요, 알아요?""}]"
181,"869","baedal-sikyeoyo","48","배달 시켜요","Let's order delivery.","[{""en"":""Let's order delivery today!"",""ko"":""오늘 배달 시켜요!""},{""en"":""Let's order chicken delivery!"",""ko"":""치킨 배달 시켜요!""},{""en"":""Let's order delivery — what should we get?"",""ko"":""배달 시켜요, 뭐 먹을까요?""}]"
182,"909","baedal-eolmana-geollyeoyo","48","배달 얼마나 걸려요?","How long does delivery take?","[{""en"":""How long does delivery take?"",""ko"":""배달 얼마나 걸려요?""},{""en"":""How long does delivery take to here?"",""ko"":""여기까지 배달 얼마나 걸려요?""},{""en"":""How long does delivery take? I hope it comes quickly!"",""ko"":""배달 얼마나 걸려요? 빨리 왔으면 좋겠어요!""}]"
183,"910","gaseongbi-joayo","48","가성비 좋아요","This restaurant is great value.","[{""en"":""This place is great value for money!"",""ko"":""여기 가성비 좋아요!""},{""en"":""This menu item is great value — I recommend it!"",""ko"":""이 메뉴 가성비 좋아요, 추천해요!""},{""en"":""Is it good value? Then let's go here!"",""ko"":""가성비 좋아요? 그럼 여기로 해요!""}]"
184,"1336","eo-nota","48","-어 놓다","do in advance and leave it","[{""en"":""I'll order it in advance."",""ko"":""미리 시켜 놓을게요.""},{""en"":""I left the window open."",""ko"":""창문을 열어 놓았어요.""},{""en"":""I've got all the ingredients ready."",""ko"":""재료를 다 준비해 놓았어요.""}]"
185,"911","yeohaeng-gyehoek-isseoyo","49","여행 계획 있어요?","Do you have any travel plans?","[{""en"":""Do you have any travel plans this summer?"",""ko"":""이번 여름에 여행 계획 있어요?""},{""en"":""I have plans to travel to Jeju Island!"",""ko"":""제주도 여행 계획 있어요!""},{""en"":""Do you have travel plans? Let's go together!"",""ko"":""여행 계획 있어요? 같이 가요!""}]"
186,"912","myeochirina-isseul-geoyeyo","49","며칠이나 있을 거예요?","How many days will you stay?","[{""en"":""How many days are you going to be in Jeju Island?"",""ko"":""제주도에 며칠이나 있을 거예요?""},{""en"":""How many days are you going to be in Korea?"",""ko"":""한국에 며칠이나 있을 거예요?""},{""en"":""How many days will you be there? Let's plan together!"",""ko"":""며칠이나 있을 거예요? 같이 계획 세워요!""}]"
187,"1358","eul-teni","49","-을 테니","I'll ~, so","[{""en"":""I'll do it, so don't worry."",""ko"":""제가 할 테니 걱정 마세요.""},{""en"":""I'll wait, so take your time."",""ko"":""기다릴 테니 천천히 오세요.""},{""en"":""I'll get it ready, so please wait a moment."",""ko"":""준비할 테니 조금만 기다려 주세요.""}]"
188,"1389","kkok-bwaya-hal-ge-mwoyeyo","49","꼭 봐야 할 게 뭐예요?","What's a must-see?","[{""en"":""What's a must-see in Jeju?"",""ko"":""제주도에서 꼭 봐야 할 게 뭐예요?""},{""en"":""What's a must-see in Seoul?"",""ko"":""서울에서 꼭 봐야 할 게 뭐예요?""},{""en"":""What's a must-see in this neighborhood?"",""ko"":""이 동네에서 꼭 봐야 할 게 뭐예요?""}]"
189,"914","hanguk-saenghwal-eottae","50","한국 생활 어때?","How's life in Korea?","[{""en"":""How is life in Korea? Have you adapted?"",""ko"":""한국 생활 어때? 적응됐어?""},{""en"":""How is life in Korea? Is there anything hard?"",""ko"":""한국 생활 어때? 힘든 점 없어?""},{""en"":""How is life in Korea? Is the food delicious?"",""ko"":""한국 생활 어때? 음식은 맛있어?""}]"
190,"915","ije-iksukaejyeosseo","50","이제 익숙해졌어","I'm used to it now.","[{""en"":""I've even gotten used to taking the subway now!"",""ko"":""이제 지하철 타는 것도 익숙해졌어!""},{""en"":""I've even gotten used to Korean food now!"",""ko"":""이제 한국 음식도 익숙해졌어!""},{""en"":""It was all unfamiliar at first, but now I'm used to everything!"",""ko"":""처음엔 낯설었는데 이제 다 익숙해졌어!""}]"
191,"1346","eojida","50","-어지다","become; get","[{""en"":""Korean has gotten easier."",""ko"":""한국어가 쉬워졌어요.""},{""en"":""The weather has gotten warm."",""ko"":""날씨가 따뜻해졌어요.""},{""en"":""We've gotten a lot closer."",""ko"":""많이 친해졌어요.""}]"
192,"1363","eulsurok","50","-을수록","the more ~, the more","[{""en"":""The more I eat, the better it tastes."",""ko"":""먹을수록 맛있어요.""},{""en"":""The more you practice, the better you get."",""ko"":""연습할수록 늘어요.""},{""en"":""The more I learn, the harder it gets."",""ko"":""알수록 어려워요.""}]"
193,"918","ryeogo-haeyo","51","~려고 해요","I'm planning to take a Korean exam next ~","[{""en"":""I'm planning to come to Korea next year."",""ko"":""내년에 한국에 오려고 해요.""},{""en"":""I'm planning to go on a trip this weekend!"",""ko"":""이번 주말에 여행 가려고 해요!""},{""en"":""I'm planning to learn Korean!"",""ko"":""한국어를 배우려고 해요!""}]"
194,"919","go-sipeoyo","51","~고 싶어요","I want to ~","[{""en"":""I want to eat samgyeopsal!"",""ko"":""삼겹살 먹고 싶어요!""},{""en"":""I want to go to the Han River."",""ko"":""한강에 가고 싶어요.""},{""en"":""I want to learn Korean!"",""ko"":""한국어 배우고 싶어요!""}]"
195,"1308","giro-hada","51","-기로 하다","decide to","[{""en"":""I decided to start exercising tomorrow."",""ko"":""내일부터 운동하기로 했어요.""},{""en"":""Let's agree to meet next week."",""ko"":""우리 다음 주에 만나기로 해요.""},{""en"":""I decided to cut back on coffee."",""ko"":""커피를 줄이기로 했어요.""}]"
196,"1355","eul-geoyeyo","51","-을 거예요","will; be going to","[{""en"":""I'll go tomorrow."",""ko"":""내일 갈 거예요.""},{""en"":""It'll probably rain."",""ko"":""아마 비가 올 거예요.""},{""en"":""I'm going to keep studying."",""ko"":""계속 공부할 거예요.""}]"
197,"920","giro-haesseoyo","52","~기로 했어요","I've decided to live in ~","[{""en"":""I've decided to work hard at Korean!"",""ko"":""한국어 열심히 하기로 했어요!""},{""en"":""I've decided to go on a diet."",""ko"":""다이어트 하기로 했어요.""},{""en"":""I've decided to exercise every day!"",""ko"":""매일 운동하기로 했어요!""}]"
198,"921","maeummeogeosseoyo","52","마음먹었어요","I've made up my mind.","[{""en"":""I've finally made up my mind — I'm going to try!"",""ko"":""드디어 마음먹었어요, 도전할 거예요!""},{""en"":""I've made up my mind — I won't give up!"",""ko"":""마음먹었어요, 포기 안 할 거예요!""},{""en"":""This time I've really made up my mind!"",""ko"":""이번엔 진짜 마음먹었어요!""}]"
199,"922","yejeonboda-neureosseoyo","52","예전보다 늘었어요","I've improved compared to before.","[{""en"":""My Korean has improved a lot compared to before!"",""ko"":""한국어가 예전보다 많이 늘었어요!""},{""en"":""My skills have improved compared to before — I'm happy!"",""ko"":""실력이 예전보다 늘었어요, 기뻐요!""},{""en"":""I've improved so much compared to when I started!"",""ko"":""처음보다 예전보다 늘었어요!""}]"
200,"1305","go-malda","52","-고 말다","end up ~ing (regrettably)","[{""en"":""I ended up crying."",""ko"":""결국 울고 말았어요.""},{""en"":""I ended up losing my wallet."",""ko"":""지갑을 잃어버리고 말았어요.""},{""en"":""This time I'll succeed no matter what."",""ko"":""이번엔 꼭 성공하고 말겠어요.""}]"
201,"924","bonikka","53","~보니까","Now that I've studied Korean, it's more fun than I ~","[{""en"":""As I kept studying, it became fun."",""ko"":""공부하다 보니까 재미있어졌어요.""},{""en"":""As I kept eating it, it stopped being spicy!"",""ko"":""먹다 보니까 맵지 않아요!""},{""en"":""As I kept doing it, it became natural."",""ko"":""하다 보니까 자연스러워졌어요.""}]"
202,"925","chucheonhaejwosseo","53","~추천해줬어","My friend recommended this restaurant. They say it's ~","[{""en"":""Jisu recommended this restaurant!"",""ko"":""지수가 이 식당 추천해줬어!""},{""en"":""My friend recommended this drama — it's really good!"",""ko"":""친구가 이 드라마 추천해줬어, 진짜 재미있어!""},{""en"":""My teacher recommended this book."",""ko"":""선생님이 이 책 추천해줬어.""}]"
203,"1327","deora","53","-더라","I saw; it was","[{""en"":""That cafe was really pretty."",""ko"":""그 카페 진짜 예쁘더라.""},{""en"":""It was easier than I thought."",""ko"":""생각보다 쉽더라.""},{""en"":""There were tons of people."",""ko"":""사람이 엄청 많더라.""}]"
204,"1330","deonde","53","-던데","I noticed, so...","[{""en"":""Someone was looking for you earlier."",""ko"":""아까 찾던데요.""},{""en"":""It was cold out — take a jacket."",""ko"":""밖에 춥던데 옷 챙기세요.""},{""en"":""It was good — give it a try."",""ko"":""맛있던데 한번 드셔 보세요.""}]"
205,"927","maja","54","~맞아?","This is Hongdae station, ~?","[{""en"":""Is this expression correct?"",""ko"":""이 표현 맞아?""},{""en"":""Is this pronunciation right?"",""ko"":""이 발음 맞아?""},{""en"":""Is this sentence correct? Teach me!"",""ko"":""이 문장 맞아? 가르쳐줘!""}]"
206,"1323","neunji","54","-는지","whether; what/how","[{""en"":""Do you know where it is?"",""ko"":""어디에 있는지 알아요?""},{""en"":""I don't know whether it's right."",""ko"":""맞는지 모르겠어요.""},{""en"":""I asked why that is."",""ko"":""왜 그런지 물어봤어요.""}]"
207,"1366","janha","54","-잖아","you know, right?","[{""en"":""I told you yesterday, remember?"",""ko"":""어제 말했잖아.""},{""en"":""We used to come here a lot."",""ko"":""여기 자주 왔잖아.""},{""en"":""You like it too, don't you?"",""ko"":""너도 좋아하잖아.""}]"
208,"929","mandeureobwasseo","55","~만들어봤어?","Have you ever tried making kimchi? Is it ~?","[{""en"":""Have you ever made kimchi jjigae?"",""ko"":""김치찌개 만들어봤어?""},{""en"":""Have you ever made bulgogi?"",""ko"":""불고기 만들어봤어?""},{""en"":""Have you ever made Korean food? How do you make it?"",""ko"":""한국 음식 만들어봤어? 어떻게 만들어?""}]"
209,"930","eolmana-neoeo","55","~얼마나 넣어?","How much sugar do you add? I think it'll be too ~","[{""en"":""How much green onion do you put in?"",""ko"":""파 얼마나 넣어?""},{""en"":""How much salt do you put in?"",""ko"":""소금 얼마나 넣어?""},{""en"":""How much sugar do you put in? I want it sweet."",""ko"":""설탕 얼마나 넣어? 달달하게 하고 싶어.""}]"
210,"931","hamyeon-dwae","55","~하면 돼","Just press this button. It's ~","[{""en"":""This is how you do it!"",""ko"":""이렇게 하면 돼!""},{""en"":""Just mix it!"",""ko"":""그냥 섞으면 돼!""},{""en"":""Just wait 5 minutes!"",""ko"":""5분 기다리면 돼!""}]"
211,"932","sal-geoyeyo","56","~살 거예요","I'm going to buy new sneakers ~","[{""en"":""I'm going to buy this outfit!"",""ko"":""이 옷 살 거예요!""},{""en"":""I'm going to buy Korean souvenirs!"",""ko"":""한국 기념품 살 거예요!""},{""en"":""What are you going to buy? Let's pick together!"",""ko"":""뭐 살 거예요? 같이 골라요!""}]"
212,"933","igeo-eottaeyo","56","이거 어때요?","How about this one?","[{""en"":""How about this menu? It looks delicious!"",""ko"":""이 메뉴 어때요? 맛있어 보여요!""},{""en"":""How about this color? Does it suit me?"",""ko"":""이 색 어때요? 잘 어울려요?""},{""en"":""How about this café? Does it have a nice atmosphere?"",""ko"":""이 카페 어때요? 분위기 좋아요?""}]"
213,"934","kadeuro-halgeyo","56","카드로 할게요","I'll pay by card.","[{""en"":""I'll pay by card!"",""ko"":""카드로 할게요!""},{""en"":""I'll pay with a credit card."",""ko"":""신용카드로 할게요.""},{""en"":""I'll pay by card — is that okay?"",""ko"":""카드로 할게요, 괜찮아요?""}]"
214,"1332","seumnikka","57","-습니까?","formal question ending","[{""en"":""Would you like to order?"",""ko"":""주문하시겠습니까?""},{""en"":""Where are you from?"",""ko"":""어디에서 오셨습니까?""},{""en"":""Is this time all right for you?"",""ko"":""시간 괜찮으십니까?""}]"
215,"937","batgo-sipeoyo","58","~받고 싶어요","I want to receive flowers for my ~","[{""en"":""I'd like to be examined."",""ko"":""진찰 받고 싶어요.""},{""en"":""I'd like to get a prescription."",""ko"":""처방전 받고 싶어요.""},{""en"":""I'd like to get advice from a doctor."",""ko"":""의사 선생님께 조언 받고 싶어요.""}]"
216,"938","eodiga-apayo","58","어디가 아파요?","Where does it hurt?","[{""en"":""Where does it hurt?"",""ko"":""어디가 아파요?""},{""en"":""Where does it hurt? Does it hurt a lot?"",""ko"":""어디가 아파요? 많이 아파요?""},{""en"":""Where does it hurt? Let's go to the hospital together."",""ko"":""어디가 아파요? 병원 같이 가요.""}]"
217,"939","eonjebuteo-apasseoyo","58","언제부터 아팠어요?","Since when has it been hurting?","[{""en"":""Since when have you been hurting?"",""ko"":""언제부터 아팠어요?""},{""en"":""Since when have you been coughing?"",""ko"":""언제부터 기침이 났어요?""},{""en"":""Since when have you had a fever?"",""ko"":""언제부터 열이 났어요?""}]"
218,"940","wa-bwasseoyo","59","~와 봤어요?","Have you been to Jeju Island ~?","[{""en"":""Have you been to a book café?"",""ko"":""독서 카페에 와 봤어요?""},{""en"":""Have you been to this neighborhood?"",""ko"":""이 동네에 와 봤어요?""},{""en"":""Have you been to Korea? Is this your first time?"",""ko"":""한국에 와 봤어요? 처음이에요?""}]"
219,"941","hagi-joayo","59","~하기 좋아요","This place is great for taking ~","[{""en"":""It's great for studying!"",""ko"":""공부하기 좋아요!""},{""en"":""It's great for taking a walk!"",""ko"":""산책하기 좋아요!""},{""en"":""It's great for taking photos!"",""ko"":""사진 찍기 좋아요!""}]"
220,"942","junge-mwoga-jeil-joayo","60","~중에 뭐가 제일 좋아요?","What's your favorite among Korean ~?","[{""en"":""Among Korean foods, which is your favorite?"",""ko"":""한국 음식 중에 뭐가 제일 좋아요?""},{""en"":""Among dramas, which is the most fun?"",""ko"":""드라마 중에 뭐가 제일 재미있어요?""},{""en"":""Among travel destinations, which do you like best?"",""ko"":""여행지 중에 어디가 제일 좋아요?""}]"
221,"943","raseo-jungdokseong-isseoyo","60","~라서 중독성 있어요","This song is addictive because the melody is so ~","[{""en"":""It's addictive because it's spicy!"",""ko"":""매워서 중독성 있어요!""},{""en"":""It's addictive because it's sweet."",""ko"":""달달해서 중독성 있어요.""},{""en"":""This song is addictive because of its melody!"",""ko"":""이 노래 멜로디 때문에 중독성 있어요!""}]"
222,"944","irang-dallayo","60","~이랑 달라요","It's different from my country. So ~","[{""en"":""Korean food is different from food in my country."",""ko"":""한국 음식이 우리나라 음식이랑 달라요.""},{""en"":""Korean culture is different from the culture in my country."",""ko"":""한국 문화가 제 나라 문화랑 달라요.""},{""en"":""These two expressions have different nuances."",""ko"":""이 두 표현이 뉘앙스가 달라요.""}]"
223,"1317","neun-daesine","60","-는 대신에","instead of; in return","[{""en"":""I ate bread instead of rice."",""ko"":""밥 대신에 빵을 먹었어요.""},{""en"":""Instead of going out, I rested at home."",""ko"":""나가는 대신에 집에서 쉬었어요.""},{""en"":""I'll help you — in return, buy me a coffee."",""ko"":""제가 도와드리는 대신에 커피 사 주세요.""}]"
224,"1021","soljikage-malhaedo-dwaeyo","61","솔직하게 말해도 돼요?","Can I be honest?","[{""en"":""Is it okay to speak honestly?"",""ko"":""솔직하게 말해도 돼요?""},{""en"":""Is it okay to speak honestly? I won't be hurt."",""ko"":""솔직하게 말해도 돼요? 상처받지 않을게요.""},{""en"":""Please speak honestly! I'm okay with it."",""ko"":""솔직하게 말해도 돼요! 저 괜찮아요.""}]"
225,"1314","neun-ge-anira","61","-는 게 아니라","it's not that ~, but","[{""en"":""It's not that I dislike it, it's just a bit much."",""ko"":""싫은 게 아니라 좀 부담스러워요.""},{""en"":""It's not that I can't — I just don't."",""ko"":""못하는 게 아니라 안 하는 거예요.""},{""en"":""I'm not angry, just tired."",""ko"":""화난 게 아니라 피곤한 거예요.""}]"
226,"1382","iran","61","~이란","what we call ~; as for","[{""en"":""What is happiness, anyway?"",""ko"":""행복이란 뭘까요?""},{""en"":""That's what friends are for."",""ko"":""친구란 그런 거예요.""},{""en"":""Korean is really interesting."",""ko"":""한국어란 참 재미있어요.""}]"
227,"775","eottaeyo","62","~어때요?","How is ~?","[{""en"":""How is this food?"",""ko"":""이 음식 어때요?""},{""en"":""How is this café?"",""ko"":""이 카페 어때요?""},{""en"":""How is life in Korea?"",""ko"":""한국 생활 어때요?""}]"
228,"948","ttaemune-bappayo","62","~때문에 바빠요","I'm busy because of exams. I'll contact you ~","[{""en"":""I'm busy because of exams."",""ko"":""시험 때문에 바빠요.""},{""en"":""I'm busy because of work."",""ko"":""일 때문에 바빠요.""},{""en"":""I've been so busy lately because of everything!"",""ko"":""요즘 너무 때문에 바빠요!""}]"
229,"949","murihaji-maseyo","62","무리하지 마세요","Don't push yourself too hard.","[{""en"":""Please don't push yourself too hard!"",""ko"":""너무 무리하지 마세요!""},{""en"":""Please don't overdo it — think about your health."",""ko"":""몸 생각해서 무리하지 마세요.""},{""en"":""Don't push yourself — take it slow!"",""ko"":""무리하지 마세요, 천천히 해요!""}]"
230,"950","mani-hae","63","~많이 해?","Do you exercise a lot? You look ~","[{""en"":""Do you exercise a lot?"",""ko"":""운동 많이 해?""},{""en"":""Do you watch a lot of dramas?"",""ko"":""드라마 많이 봐?""},{""en"":""Do you study Korean a lot? That's amazing!"",""ko"":""한국어 공부 많이 해? 대단해!""}]"
231,"951","yuhaengiya","63","~유행이야?","Is this style trendy these ~?","[{""en"":""Is this style trending these days?"",""ko"":""이 스타일 요즘 유행이야?""},{""en"":""Is this song trending these days?"",""ko"":""이 노래 요즘 유행이야?""},{""en"":""What's trending these days? Tell me!"",""ko"":""요즘 뭐가 유행이야? 알려줘!""}]"
232,"952","ollyeotdeoni","63","~올렸더니","After I posted the photo, I got a lot of ~","[{""en"":""I posted a photo and the response was great!"",""ko"":""사진 올렸더니 반응이 좋아!""},{""en"":""I played this song and everyone loved it!"",""ko"":""이 노래 틀었더니 다들 좋아해!""},{""en"":""I tried it and it was easier than I thought!"",""ko"":""도전했더니 생각보다 쉬웠어!""}]"
233,"953","dojeonhaeyo","64","~도전해요","I'm going to take on cooking this ~","[{""en"":""I'm going to try making bulgogi today!"",""ko"":""오늘 불고기 도전해요!""},{""en"":""I'm going to try a new hobby!"",""ko"":""새로운 취미에 도전해요!""},{""en"":""It's hard, but I'm going to try!"",""ko"":""어렵지만 도전해요!""}]"
234,"954","jaeryoga-isseoyo","64","재료가 있어요?","Do you have the ingredients?","[{""en"":""Do you have the ingredients for kimchi jjigae?"",""ko"":""김치찌개 재료가 있어요?""},{""en"":""Do you have all the ingredients for the cake?"",""ko"":""케이크 재료가 다 있어요?""},{""en"":""We don't have the ingredients — what should we do?"",""ko"":""재료가 없어요, 어떡해요?""}]"
235,"955","daeumen-deo-jalhal-geoyeyo","64","다음엔 더 잘할 거예요","I'll do better next time.","[{""en"":""I made mistakes today, but I'll do better next time!"",""ko"":""오늘은 실수했지만 다음엔 더 잘할 거예요!""},{""en"":""I'll do better next time — I won't give up!"",""ko"":""다음엔 더 잘할 거예요, 포기 안 할게요!""},{""en"":""This time was disappointing, but I'll do better next time."",""ko"":""이번엔 아쉬웠지만 다음엔 더 잘할 거예요.""}]"
236,"1339","eo-beorida","64","-어 버리다","end up completely ~ing","[{""en"":""I ate it all up."",""ko"":""다 먹어 버렸어요.""},{""en"":""I burned it."",""ko"":""태워 버렸어요.""},{""en"":""I forgot."",""ko"":""잊어버렸어요.""}]"
237,"956","rutin-isseoyo","65","~루틴 있어요?","Do you have a morning routine? How do you start your ~?","[{""en"":""Do you have a morning skincare routine?"",""ko"":""아침 스킨케어 루틴 있어요?""},{""en"":""Do you have an exercise routine?"",""ko"":""운동 루틴 있어요?""},{""en"":""Do you have a study routine? Tell me!"",""ko"":""공부 루틴 있어요? 알려줘요!""}]"
238,"957","hago-naseo","65","~하고 나서","Let's take a walk after ~","[{""en"":""I apply cream after putting on serum."",""ko"":""세럼 바르고 나서 크림 발라요.""},{""en"":""I go for a walk after eating."",""ko"":""밥 먹고 나서 산책해요.""},{""en"":""I do skincare after showering!"",""ko"":""샤워하고 나서 스킨케어 해요!""}]"
239,"958","kkok-haeya-haeyo","65","꼭 ~해야 해요","꼭 ~","[{""en"":""You absolutely have to do it in order!"",""ko"":""꼭 순서대로 해야 해요!""},{""en"":""You absolutely have to make a reservation — it's very popular!"",""ko"":""꼭 예약해야 해요, 인기 많아요!""},{""en"":""You absolutely have to try it — it's so delicious!"",""ko"":""꼭 먹어봐야 해요, 너무 맛있어요!""}]"
240,"1352","eun-daeume","65","-은 다음에","after doing","[{""en"":""After washing my face, I put on lotion."",""ko"":""세수한 다음에 로션을 발라요.""},{""en"":""I'll go after I eat."",""ko"":""밥 먹은 다음에 갈게요.""},{""en"":""I'll let you know after checking."",""ko"":""확인한 다음에 알려드릴게요.""}]"
241,"959","mani-neureosseoyo","66","많이 늘었어요","You've improved a lot.","[{""en"":""My Korean has improved so much!"",""ko"":""한국어 진짜 많이 늘었어요!""},{""en"":""My skills have improved a lot — I'm happy!"",""ko"":""실력이 많이 늘었어요, 기뻐요!""},{""en"":""Have I improved a lot? I feel that way too!"",""ko"":""많이 늘었어요? 저도 그렇게 느껴요!""}]"
242,"960","bigyeori-mwoyeyo","66","비결이 뭐예요?","What's your secret?","[{""en"":""What's the secret to being good at Korean?"",""ko"":""한국어 잘하는 비결이 뭐예요?""},{""en"":""What's the secret to having good skin?"",""ko"":""피부 좋은 비결이 뭐예요?""},{""en"":""What's the secret? Tell me too!"",""ko"":""비결이 뭐예요? 저도 알려줘요!""}]"
243,"961","i-hetgallyeoyo","66","~이 헷갈려요","Formal and informal speech are still confusing to ~","[{""en"":""I get confused between formal and informal speech!"",""ko"":""존댓말이랑 반말이 헷갈려요!""},{""en"":""I get confused by the pronunciation of these two words."",""ko"":""이 두 단어 발음이 헷갈려요.""},{""en"":""I get confused between Sino-Korean and native Korean words."",""ko"":""한자어랑 순우리말이 헷갈려요.""}]"
244,"1359","eul-tende","67","-을 텐데","it would/must be ~, but","[{""en"":""It must be hard — are you okay?"",""ko"":""힘들 텐데 괜찮아요?""},{""en"":""Thank you for coming though you must be busy."",""ko"":""바쁘실 텐데 와 주셔서 감사해요.""},{""en"":""It'll be cold — take a jacket."",""ko"":""추울 텐데 옷 챙기세요.""}]"
245,"965","seounhaesseoyo","68","서운했어요","I felt hurt.","[{""en"":""I felt hurt — I'll be honest with you."",""ko"":""서운했어요, 솔직히 말할게요.""},{""en"":""I felt a little hurt, but I understand."",""ko"":""조금 서운했어요, 그래도 이해해요.""},{""en"":""You felt hurt? I'm sorry — I didn't know!"",""ko"":""서운했어요? 미안해요, 몰랐어요!""}]"
246,"1319","neun-jul-aratda","68","-는 줄 알았다","thought that ~ (but was wrong)","[{""en"":""I thought it was today."",""ko"":""오늘인 줄 알았어요.""},{""en"":""I thought you were angry."",""ko"":""화난 줄 알았어요.""},{""en"":""I thought you were Korean."",""ko"":""한국 사람인 줄 알았어요.""}]"
247,"968","kkumi-mwoyeyo","69","꿈이 뭐예요?","What's your dream?","[{""en"":""What's your dream? Mine is to be an interpreter!"",""ko"":""꿈이 뭐예요? 저는 통역사예요!""},{""en"":""What's your dream? Let's talk about it!"",""ko"":""꿈이 뭐예요? 같이 이야기해요!""},{""en"":""What was your dream when you were young?"",""ko"":""어릴 때 꿈이 뭐예요?""}]"
248,"969","ga-doego-sipeoyo","69","~가 되고 싶어요","I want to become a Korean ~","[{""en"":""I want to become an interpreter!"",""ko"":""통역사가 되고 싶어요!""},{""en"":""I want to become a teacher."",""ko"":""선생님이 되고 싶어요.""},{""en"":""I want to live in Korea!"",""ko"":""한국에서 살고 싶어요!""}]"
249,"970","pogihago-sipeoyo","69","포기하고 싶어요","I want to give up.","[{""en"":""Sometimes I want to give up — it's so hard."",""ko"":""가끔 포기하고 싶어요, 너무 어려워요.""},{""en"":""Do you want to give up? Just try a little more!"",""ko"":""포기하고 싶어요? 그래도 조금만 더 해봐요!""},{""en"":""It's natural to want to give up when it's hard — but keep trying!"",""ko"":""힘들면 포기하고 싶은 게 당연해요, 그래도 해봐요!""}]"
250,"1345","eoyagetda","70","-어야겠다","I should; I'd better","[{""en"":""I should go to bed now."",""ko"":""이제 자야겠어요.""},{""en"":""I'd better pay more attention."",""ko"":""좀 더 신경 써야겠어요.""},{""en"":""I should start exercising tomorrow."",""ko"":""내일부터 운동해야겠어요.""}]"
251,"977","ttak-i-neukkimieyo","71","딱 이 느낌이에요","This is exactly the feeling.","[{""en"":""This is exactly the feeling — I can't put it into words!"",""ko"":""딱 이 느낌이에요, 말로 못 해요!""},{""en"":""This is exactly the feeling — you know, right?"",""ko"":""딱 이 느낌이에요, 알죠?""},{""en"":""This is exactly the atmosphere — the kind I love!"",""ko"":""딱 이 분위기예요, 제가 좋아하는!""}]"
252,"1356","eul-ttaemada","71","-을 때마다","every time","[{""en"":""Every time I come here, I feel good."",""ko"":""여기 올 때마다 기분이 좋아요.""},{""en"":""Every time I hear this song, I think of it."",""ko"":""이 노래를 들을 때마다 생각나요.""},{""en"":""It looks pretty every time I see it."",""ko"":""볼 때마다 예뻐요.""}]"
253,"1306","goseo","72","-고서","after doing","[{""en"":""I went out after eating."",""ko"":""밥을 먹고서 나갔어요.""},{""en"":""I got angry after hearing that."",""ko"":""그 말을 듣고서 화가 났어요.""},{""en"":""I felt better after apologizing."",""ko"":""사과하고서 마음이 편해졌어요.""}]"
254,"981","hapgyeokaesseoyo","73","합격했어요","I passed.","[{""en"":""I finally passed!"",""ko"":""드디어 합격했어요!""},{""en"":""I passed the exam — I'm so happy!"",""ko"":""시험에 합격했어요, 너무 기뻐요!""},{""en"":""You passed? Congratulations!"",""ko"":""합격했어요? 축하해요!""}]"
255,"982","deudieo-haenaesseoyo","73","드디어 해냈어요","I finally did it.","[{""en"":""I finally did it!"",""ko"":""드디어 해냈어요!""},{""en"":""It took a year, but I finally did it!"",""ko"":""1년이 걸렸는데 드디어 해냈어요!""},{""en"":""I finally did it — I'm glad I didn't give up!"",""ko"":""드디어 해냈어요, 포기 안 하길 잘했어요!""}]"
256,"1309","gie","73","-기에","since; because","[{""en"":""Since the weather was nice, I took a walk."",""ko"":""날씨가 좋기에 산책했어요.""},{""en"":""It looked good, so I bought it."",""ko"":""맛있어 보이기에 샀어요.""},{""en"":""I took a taxi since I had no time."",""ko"":""시간이 없기에 택시를 탔어요.""}]"
257,"1357","eul-subakke-eopda","73","-을 수밖에 없다","have no choice but to","[{""en"":""I had no choice but to wait."",""ko"":""기다릴 수밖에 없었어요.""},{""en"":""With this taste, you have to queue."",""ko"":""이 맛이면 줄 설 수밖에 없어요.""},{""en"":""Of course you'd be upset."",""ko"":""속상할 수밖에 없죠.""}]"
